image_name,density_label,size_label,tissue_profile,llm_explanation
1-1523.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1532.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1534.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1538.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1543.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1552.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1553.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1558.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1569.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1579.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1586.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1589.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1592.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1600.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1601.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1616.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1622.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1625.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1629.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1636.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1639.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1668.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1679.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1681.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1684.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1686.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1687.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1689.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1693.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1710.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1712.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-172.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1723.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1735.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1739.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1742.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1749.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1751.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1753.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1754.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1756.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1761.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1776.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1782.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1784.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1787.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1795.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1798.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1803.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1806.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1819.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-182.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1822.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1839.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1841.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1842.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1848.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1849.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1850.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1871.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-188.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1882.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1888.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1890.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1893.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1916.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1918.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1925.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1929.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1930.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1936.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1938.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1939.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1944.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1962.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1963.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1973.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1975.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-1981.png,High Density,Large Nuclei,Dense Tissue with Large Cells,LLM skipped this one. Even GPUs deserve boundaries
1-1989.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-1999.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2017.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2026.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2030.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2050.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2084.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2085.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-209.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2097.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2098.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2109.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2115.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2120.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2123.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2124.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2125.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2137.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2139.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2143.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2158.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2160.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2163.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2170.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2171.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2174.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2177.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2189.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2196.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2197.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2201.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2204.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2210.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2214.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2223.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2234.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2249.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2259.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2280.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2294.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2296.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2302.png,Medium Density,Large Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2313.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2314.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-232.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2337.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2338.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2350.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2357.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2362.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2368.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2398.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-24.png,Low Density,Large Nuclei,Sparse Tissue with Enlarged Cells,LLM skipped this one. Even GPUs deserve boundaries
1-240.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2400.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2406.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-241.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2411.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2415.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2417.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2421.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2429.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2430.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2450.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-246.png,High Density,Small Nuclei,Crowded & Small Cells,LLM skipped this one. Even GPUs deserve boundaries
1-2463.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2464.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2466.png,Low Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2468.png,Medium Density,Small Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2469.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2480.png,High Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
1-2499.png,Low Density,Small Nuclei,Sparse & Uniform Tissue,LLM skipped this one. Even GPUs deserve boundaries
1-2503.png,Medium Density,Medium Nuclei,Moderate Tissue Structure,LLM skipped this one. Even GPUs deserve boundaries
